seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
10,2,75 - 79,Hombre,Extranjero,ITALIA,1
36,3,45 - 49,Hombre,Extranjero,MARRUECOS,1
5,2,70 - 74,Mujer,Extranjero,ARGENTINA,1
19,2,0 - 4,Mujer,Nacional,MADRID,6
36,3,50 - 54,Hombre,Extranjero,PERU,1
33,4,40 - 44,Mujer,Extranjero,FRANCIA,1
16,1,35 - 39,Mujer,Extranjero,ITALIA,2
12,2,55 - 59,Hombre,Extranjero,PERU,1
16,2,50 - 54,Hombre,Nacional,MELILLA,1
19,3,25 - 29,Hombre,Nacional,CACERES,1
9,1,40 - 44,Mujer,Extranjero,RUMANIA,4
7,3,25 - 29,Hombre,Extranjero,UCRANIA,2
36,3,60 - 64,Mujer,Nacional,CADIZ,1
22,2,35 - 39,Mujer,Extranjero,ECUADOR,1
6,1,35 - 39,Mujer,Extranjero,REPUBLICA MOLDOVA,1
39,4,55 - 59,Hombre,Nacional,SALAMANCA,1
36,4,50 - 54,Hombre,Nacional,BADAJOZ,1
18,4,60 - 64,Hombre,Extranjero,BULGARIA,1
4,1,55 - 59,Hombre,Nacional,ALMERIA,1
16,3,35 - 39,Mujer,Extranjero,GEORGIA,2
16,4,55 - 59,Hombre,Extranjero,ARMENIA,1
15,2,20 - 24,Mujer,Nacional,MADRID,2
4,2,65 - 69,Mujer,Nacional,CACERES,1
39,3,25 - 29,Mujer,Extranjero,CHINA,2
1,3,15 - 19,Mujer,Extranjero,COLOMBIA,1
8,4,20 - 24,Mujer,Extranjero,ECUADOR,1
17,4,25 - 29,Mujer,Extranjero,BULGARIA,1
7,4,15 - 19,Mujer,Extranjero,RUMANIA,2
32,4,15 - 19,Hombre,Extranjero,VENEZUELA,1
22,3,10 - 14,Mujer,Nacional,CORDOBA,1
8,4,20 - 24,Mujer,Extranjero,UCRANIA,3
19,3,10 - 14,Mujer,Nacional,MADRID,1
18,1,65 - 69,Mujer,Nacional,CIUDAD REAL,1
40,3,80 - 84,Mujer,Nacional,CADIZ,1
15,1,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,1
6,4,40 - 44,Mujer,Extranjero,BOLIVIA,1
47,3,30 - 34,Hombre,Nacional,CIUDAD REAL,1
6,2,50 - 54,Mujer,Extranjero,CHINA,1
6,3,20 - 24,Mujer,Nacional,MADRID,2
12,2,65 - 69,Hombre,Nacional,SEVILLA,1
3,1,45 - 49,Mujer,Extranjero,BOLIVIA,1
4,2,60 - 64,Mujer,Extranjero,REPUBLICA DOMINICANA,1
7,2,20 - 24,Mujer,Nacional,ASTURIAS,1
21,2,50 - 54,Hombre,Extranjero,UCRANIA,1
13,2,30 - 34,Hombre,Nacional,CACERES,1
34,3,40 - 44,Hombre,Extranjero,PERU,1
12,3,30 - 34,Mujer,Extranjero,CHINA,1
4,2,45 - 49,Mujer,Extranjero,LIBANO,1
45,3,30 - 34,Hombre,Extranjero,ARGENTINA,1
21,2,30 - 34,Hombre,Extranjero,CROACIA,1
9,2,50 - 54,Mujer,Extranjero,COLOMBIA,1
34,4,10 - 14,Mujer,Nacional,MADRID,1
5,2,25 - 29,Hombre,Extranjero,CHINA,5
6,2,5 - 9,Mujer,Extranjero,ARGENTINA,1
9,1,15 - 19,Mujer,Extranjero,RUMANIA,1
11,1,30 - 34,Mujer,Nacional,CIUDAD REAL,1
28,4,35 - 39,Hombre,Extranjero,REPUBLICA DOMINICANA,1
39,3,15 - 19,Mujer,Nacional,ALICANTE/ALACANT,1
38,3,45 - 49,Mujer,Nacional,CIUDAD REAL,1
8,3,30 - 34,Hombre,Nacional,TOLEDO,1
4,4,15 - 19,Mujer,Extranjero,ECUADOR,1
3,2,30 - 34,Hombre,Nacional,BARCELONA,1
10,4,45 - 49,Hombre,Nacional,CACERES,1
10,2,40 - 44,Hombre,Nacional,,1
4,2,15 - 19,Mujer,Nacional,MADRID,1
44,3,25 - 29,Hombre,Nacional,CANTABRIA,1
12,1,5 - 9,Hombre,Nacional,MADRID,1
26,4,15 - 19,Hombre,Nacional,TOLEDO,1
30,4,20 - 24,Hombre,Nacional,MADRID,1
16,2,20 - 24,Mujer,Extranjero,BRASIL,1
29,4,20 - 24,Mujer,Extranjero,BOLIVIA,3
33,4,50 - 54,Mujer,Nacional,MALAGA,1
8,1,55 - 59,Hombre,Extranjero,PORTUGAL,1
18,2,20 - 24,Mujer,Extranjero,RUMANIA,1
21,4,30 - 34,Mujer,Extranjero,ECUADOR,1
14,2,35 - 39,Mujer,Nacional,AVILA,1
24,4,25 - 29,Hombre,Extranjero,BOLIVIA,1
23,4,15 - 19,Mujer,Extranjero,POLONIA,2
20,2,25 - 29,Hombre,Extranjero,REPUBLICA DOMINICANA,1
32,3,50 - 54,Hombre,Nacional,CORU?A (LA),1
3,3,35 - 39,Hombre,Extranjero,PERU,2
33,3,65 - 69,Hombre,Extranjero,CHINA,1
32,4,30 - 34,Mujer,Extranjero,URUGUAY,1
35,3,50 - 54,Mujer,Extranjero,VENEZUELA,1
14,1,45 - 49,Hombre,Nacional,HUELVA,1
27,4,20 - 24,Hombre,Nacional,TOLEDO,1
17,1,15 - 19,Mujer,Extranjero,HUNGRIA,1
27,4,50 - 54,Hombre,Extranjero,POLONIA,1
45,3,70 - 74,Mujer,Nacional,SORIA,1
35,4,35 - 39,Mujer,Nacional,GRANADA,1
2,3,50 - 54,Mujer,Extranjero,BRASIL,1
34,4,40 - 44,Hombre,Extranjero,BOLIVIA,2
37,4,50 - 54,Mujer,Nacional,CIUDAD REAL,1
15,1,55 - 59,Hombre,Extranjero,RUMANIA,1
2,4,10 - 14,Mujer,Nacional,BALEARES (ISLAS),1
44,3,0 - 4,Hombre,Nacional,MADRID,2
5,2,20 - 24,Hombre,Extranjero,PERU,1
21,2,10 - 14,Hombre,Nacional,MALAGA,1
7,3,15 - 19,Hombre,Extranjero,HONDURAS,1
24,4,40 - 44,Hombre,Extranjero,COLOMBIA,3
21,4,45 - 49,Mujer,Extranjero,COLOMBIA,1
29,4,35 - 39,Hombre,Extranjero,SUIZA,1
1,2,35 - 39,Mujer,Extranjero,TURQUIA,1
15,2,25 - 29,Hombre,Extranjero,ECUADOR,1
44,3,45 - 49,Hombre,Extranjero,COLOMBIA,2
39,3,35 - 39,Hombre,Extranjero,UCRANIA,1
19,3,25 - 29,Mujer,Extranjero,PARAGUAY,2
19,3,5 - 9,Mujer,Extranjero,PARAGUAY,1
1,4,30 - 34,Mujer,Nacional,MADRID,1
13,3,15 - 19,Mujer,Extranjero,RUMANIA,1
46,3,5 - 9,Hombre,Nacional,MADRID,1
43,3,40 - 44,Hombre,Nacional,NAVARRA,1
1,4,65 - 69,Mujer,Nacional,TOLEDO,1
37,4,15 - 19,Hombre,Nacional,MADRID,2
19,1,35 - 39,Hombre,Extranjero,MARRUECOS,1
21,2,20 - 24,Hombre,Extranjero,VENEZUELA,1
15,1,50 - 54,Hombre,Nacional,CUENCA,1
45,3,55 - 59,Mujer,Extranjero,ALEMANIA,1
45,3,20 - 24,Mujer,Nacional,GIRONA,1
37,4,75 - 79,Hombre,Nacional,MURCIA,1
15,1,50 - 54,Mujer,Extranjero,REPUBLICA DOMINICANA,2
33,4,0 - 4,Hombre,Nacional,MADRID,1
27,3,30 - 34,Mujer,Extranjero,CHINA,1
39,4,55 - 59,Mujer,Nacional,CACERES,1
33,3,35 - 39,Mujer,Nacional,OURENSE,1
2,4,45 - 49,Mujer,Extranjero,INDIA,1
30,4,35 - 39,Mujer,Extranjero,MEXICO,1
13,3,30 - 34,Hombre,Extranjero,MARRUECOS,2
39,3,60 - 64,Mujer,Nacional,SORIA,1
11,3,55 - 59,Mujer,Extranjero,MARRUECOS,1
16,4,45 - 49,Hombre,Extranjero,VENEZUELA,2
6,1,60 - 64,Hombre,Nacional,SEVILLA,1
23,4,20 - 24,Hombre,Extranjero,ALEMANIA,1
22,2,85 - 89,Mujer,Nacional,GUADALAJARA,1
39,3,50 - 54,Hombre,Nacional,VIZCAYA,2
12,4,10 - 14,Hombre,Nacional,MADRID,1
5,2,55 - 59,Mujer,Extranjero,CHINA,1
14,1,50 - 54,Hombre,Nacional,TOLEDO,1
10,4,60 - 64,Mujer,Extranjero,RUMANIA,2
28,4,40 - 44,Mujer,Extranjero,PERU,4
38,4,40 - 44,Mujer,Extranjero,GRECIA,1
9,4,20 - 24,Mujer,Extranjero,HONDURAS,3
37,3,25 - 29,Mujer,Extranjero,ECUADOR,1
15,2,35 - 39,Hombre,Extranjero,PERU,1
17,4,30 - 34,Hombre,Extranjero,REPUBLICA DOMINICANA,1
10,2,70 - 74,Mujer,Nacional,JAEN,1
38,4,30 - 34,Hombre,Nacional,BADAJOZ,1
27,4,0 - 4,Mujer,Nacional,BARCELONA,1
35,4,15 - 19,Hombre,Nacional,MADRID,2
45,3,60 - 64,Hombre,Nacional,TOLEDO,1
5,2,30 - 34,Mujer,Extranjero,REPUBLICA MOLDOVA,1
31,3,40 - 44,Hombre,Nacional,BARCELONA,1
36,4,15 - 19,Hombre,Extranjero,BRASIL,1
28,3,20 - 24,Hombre,Extranjero,CHINA,4
11,4,75 - 79,Mujer,Nacional,AVILA,1
14,1,45 - 49,Mujer,Nacional,CIUDAD REAL,1
14,1,20 - 24,Hombre,Nacional,CIUDAD REAL,1
14,1,30 - 34,Hombre,Extranjero,COSTA DE MARFIL,1
4,4,70 - 74,Hombre,Extranjero,RUMANIA,1
12,2,60 - 64,Mujer,Extranjero,COLOMBIA,1
4,2,10 - 14,Hombre,Extranjero,VENEZUELA,1
6,3,40 - 44,Mujer,Extranjero,NIGERIA,2
11,4,40 - 44,Mujer,Extranjero,MARRUECOS,1
18,1,30 - 34,Hombre,Extranjero,REINO UNIDO,1
11,2,50 - 54,Hombre,Extranjero,TURQUIA,1
28,4,25 - 29,Mujer,Extranjero,UCRANIA,1
13,3,30 - 34,Mujer,Extranjero,ECUADOR,1
9,4,15 - 19,Hombre,Nacional,CADIZ,1
42,3,30 - 34,Hombre,Extranjero,CHINA,1
5,2,40 - 44,Hombre,Nacional,CUENCA,1
21,4,25 - 29,Mujer,Extranjero,REPUBLICA MOLDOVA,1
21,4,5 - 9,Hombre,Extranjero,REPUBLICA MOLDOVA,1
7,2,40 - 44,Hombre,Extranjero,COLOMBIA,3
21,2,55 - 59,Hombre,Nacional,TOLEDO,1
12,4,50 - 54,Hombre,Extranjero,FRANCIA,1
1,4,70 - 74,Hombre,Nacional,CIUDAD REAL,1
9,2,45 - 49,Mujer,Extranjero,FRANCIA,1
46,3,70 - 74,Hombre,Nacional,MADRID,1
4,2,25 - 29,Hombre,Extranjero,COLOMBIA,2
15,1,85 - 89,Mujer,Nacional,SEVILLA,1
46,3,10 - 14,Mujer,Nacional,ASTURIAS,1
43,3,35 - 39,Mujer,Nacional,MALAGA,1
6,4,50 - 54,Hombre,Extranjero,CHINA,1
1,3,50 - 54,Mujer,Nacional,MELILLA,1
1,4,30 - 34,Hombre,Extranjero,CHINA,1
6,2,0 - 4,Hombre,Nacional,MADRID,1
1,4,45 - 49,Hombre,Extranjero,BULGARIA,2
14,4,75 - 79,Mujer,Extranjero,PERU,1
33,4,10 - 14,Mujer,Extranjero,BOLIVIA,2
18,2,70 - 74,Mujer,Extranjero,REPUBLICA DE COREA,1
5,1,65 - 69,Mujer,Extranjero,POLONIA,1
8,3,30 - 34,Hombre,Extranjero,POLONIA,1
32,4,55 - 59,Mujer,Extranjero,CHINA,1
32,4,5 - 9,Mujer,Nacional,MADRID,1
21,2,50 - 54,Hombre,Extranjero,CHINA,1
7,3,45 - 49,Hombre,Extranjero,BOLIVIA,1
14,2,20 - 24,Mujer,Extranjero,HONDURAS,3
14,3,35 - 39,Mujer,Extranjero,UCRANIA,1
8,3,30 - 34,Mujer,Extranjero,HONDURAS,2
7,3,20 - 24,Hombre,Extranjero,UCRANIA,2
29,4,10 - 14,Mujer,Extranjero,COLOMBIA,3
12,3,50 - 54,Mujer,Extranjero,REPUBLICA DOMINICANA,1
7,3,60 - 64,Mujer,Nacional,MADRID,1
2,1,80 - 84,Mujer,Nacional,BADAJOZ,1
2,4,25 - 29,Hombre,Extranjero,VENEZUELA,2
10,4,15 - 19,Mujer,Extranjero,PERU,1
6,1,75 - 79,Mujer,Nacional,ZARAGOZA,1
4,1,10 - 14,Mujer,Nacional,MALAGA,1
25,4,20 - 24,Mujer,Extranjero,VENEZUELA,3
16,2,35 - 39,Hombre,Nacional,CADIZ,1
29,4,60 - 64,Hombre,Extranjero,ARMENIA,1
15,4,25 - 29,Hombre,Extranjero,REPUBLICA DOMINICANA,1
8,1,80 - 84,Mujer,Nacional,CACERES,1
19,2,65 - 69,Mujer,Nacional,PALMAS DE GRAN CANARIA (LAS),1
8,3,70 - 74,Mujer,Extranjero,URUGUAY,1
30,3,45 - 49,Hombre,Extranjero,COLOMBIA,1
13,1,25 - 29,Mujer,Nacional,LEON,1
29,4,90 - 94,Mujer,Nacional,HUELVA,1
6,3,0 - 4,Mujer,Nacional,MADRID,1
30,4,70 - 74,Mujer,Nacional,JAEN,1
46,3,40 - 44,Mujer,Nacional,NAVARRA,1
17,4,60 - 64,Hombre,Extranjero,EL SALVADOR,1
33,4,20 - 24,Hombre,Extranjero,COLOMBIA,4
19,2,40 - 44,Mujer,Extranjero,BRASIL,1
34,4,0 - 4,Mujer,Nacional,MADRID,1
37,3,55 - 59,Hombre,Nacional,SEVILLA,1
10,3,30 - 34,Mujer,Extranjero,PERU,1
36,3,10 - 14,Mujer,Nacional,MADRID,2
12,2,25 - 29,Hombre,Extranjero,AUSTRALIA,1
13,3,5 - 9,Hombre,Extranjero,MARRUECOS,1
7,3,70 - 74,Hombre,Nacional,TOLEDO,1
14,4,40 - 44,Hombre,Extranjero,BRASIL,1
21,2,30 - 34,Mujer,Extranjero,CHILE,1
21,2,25 - 29,Hombre,Extranjero,CHILE,1
12,1,0 - 4,Mujer,Extranjero,EL SALVADOR,1
41,3,20 - 24,Mujer,Extranjero,VENEZUELA,1
41,3,5 - 9,Hombre,Extranjero,VENEZUELA,1
35,3,80 - 84,Mujer,Nacional,ALMERIA,1
36,4,55 - 59,Mujer,Nacional,TOLEDO,1
11,1,20 - 24,Mujer,Extranjero,ECUADOR,2
9,4,90 - 94,Mujer,Extranjero,COLOMBIA,1
2,1,5 - 9,Hombre,Nacional,MALAGA,1
26,4,20 - 24,Mujer,Extranjero,BOLIVIA,1
37,3,30 - 34,Hombre,Nacional,BARCELONA,1
39,4,45 - 49,Mujer,Nacional,SEGOVIA,1
12,1,30 - 34,Hombre,Extranjero,BULGARIA,1
46,3,35 - 39,Mujer,Nacional,BALEARES (ISLAS),1
9,4,30 - 34,Mujer,Nacional,CUENCA,1
3,1,15 - 19,Mujer,Nacional,BARCELONA,1
12,2,5 - 9,Hombre,Nacional,MADRID,2
15,1,55 - 59,Mujer,Extranjero,RUMANIA,1
36,3,35 - 39,Mujer,Nacional,GUADALAJARA,1
29,4,55 - 59,Hombre,Nacional,CUENCA,1
3,1,70 - 74,Mujer,Nacional,MADRID,1
17,4,45 - 49,Hombre,Extranjero,CHILE,1
10,1,35 - 39,Hombre,Nacional,CORDOBA,1
23,4,65 - 69,Hombre,Extranjero,UCRANIA,1
22,2,90 - 94,Mujer,Nacional,BURGOS,1
9,1,45 - 49,Mujer,Extranjero,UCRANIA,1
33,4,20 - 24,Mujer,Nacional,MADRID,1
13,2,35 - 39,Mujer,Nacional,BADAJOZ,1
25,3,5 - 9,Hombre,Nacional,MADRID,2
14,3,30 - 34,Mujer,Nacional,ALBACETE,1
9,3,25 - 29,Mujer,Extranjero,RUMANIA,1
36,3,0 - 4,Mujer,Nacional,MADRID,3
5,2,5 - 9,Hombre,Extranjero,VENEZUELA,2
45,3,35 - 39,Mujer,Nacional,GUIPUZCOA,1
10,2,60 - 64,Mujer,Extranjero,GUINEA ECUATORIAL,1
18,1,30 - 34,Hombre,Nacional,BARCELONA,1
24,3,90 - 94,Mujer,Nacional,CUENCA,1
15,1,75 - 79,Mujer,Nacional,SEVILLA,1
5,2,25 - 29,Hombre,Extranjero,HONDURAS,2
17,3,90 - 94,Mujer,Nacional,MELILLA,1
15,4,40 - 44,Hombre,Extranjero,COLOMBIA,7
10,2,5 - 9,Hombre,Nacional,MADRID,1
3,3,30 - 34,Mujer,Extranjero,UCRANIA,2
36,4,25 - 29,Mujer,Nacional,BARCELONA,1
14,2,10 - 14,Mujer,Nacional,MADRID,8
13,2,5 - 9,Mujer,Nacional,MADRID,1
32,3,35 - 39,Hombre,Extranjero,IRAN,1
12,1,75 - 79,Hombre,Nacional,SEVILLA,1
5,4,15 - 19,Hombre,Extranjero,URUGUAY,1
24,3,95 - 99,Mujer,Nacional,SEVILLA,1
11,1,15 - 19,Hombre,Nacional,MADRID,1
4,3,45 - 49,Hombre,Extranjero,PAKISTAN,2
10,1,85 - 89,Hombre,Nacional,JAEN,1
4,3,5 - 9,Mujer,Extranjero,HONDURAS,1
29,3,30 - 34,Mujer,Extranjero,ARGENTINA,1
32,3,70 - 74,Mujer,Extranjero,MARRUECOS,1
6,2,55 - 59,Mujer,Extranjero,BRASIL,1
23,3,0 - 4,Mujer,Nacional,MADRID,1
10,1,60 - 64,Mujer,Extranjero,VENEZUELA,1
22,2,80 - 84,Hombre,Nacional,SEVILLA,1
8,4,0 - 4,Mujer,Nacional,MADRID,2
8,4,35 - 39,Mujer,Extranjero,COLOMBIA,1
8,4,5 - 9,Hombre,Nacional,MADRID,4
1,3,30 - 34,Mujer,Extranjero,POLONIA,2
14,3,20 - 24,Mujer,Extranjero,UCRANIA,1
1,2,30 - 34,Hombre,Nacional,BURGOS,1
45,3,5 - 9,Mujer,Nacional,MURCIA,1
11,3,70 - 74,Mujer,Extranjero,CUBA,1
5,1,60 - 64,Mujer,Nacional,JAEN,1
32,4,10 - 14,Hombre,Nacional,TOLEDO,1
15,2,20 - 24,Hombre,Extranjero,VENEZUELA,2
13,1,15 - 19,Hombre,Nacional,MADRID,3
23,3,55 - 59,Mujer,Extranjero,CHINA,1
5,2,20 - 24,Mujer,Extranjero,CHINA,13
9,3,75 - 79,Mujer,Nacional,TOLEDO,1
23,4,40 - 44,Mujer,Nacional,ALICANTE/ALACANT,1
23,4,10 - 14,Mujer,Nacional,ALICANTE/ALACANT,1
32,3,0 - 4,Mujer,Nacional,MADRID,1
13,1,55 - 59,Hombre,Nacional,CACERES,1
10,1,40 - 44,Mujer,Extranjero,COLOMBIA,2
17,4,15 - 19,Mujer,Extranjero,RUMANIA,1
12,2,20 - 24,Hombre,Extranjero,CHINA,1
4,1,35 - 39,Mujer,Extranjero,UCRANIA,3
11,4,20 - 24,Mujer,Extranjero,MARRUECOS,1
11,4,10 - 14,Hombre,Extranjero,MARRUECOS,1
18,2,10 - 14,Hombre,Extranjero,NICARAGUA,1
11,3,35 - 39,Mujer,Extranjero,VENEZUELA,2
5,2,25 - 29,Hombre,Extranjero,PAKISTAN,3
29,4,35 - 39,Hombre,Nacional,SEVILLA,1
7,2,30 - 34,Hombre,Nacional,MADRID,2
46,3,25 - 29,Mujer,Nacional,MADRID,1
14,3,80 - 84,Hombre,Nacional,PALENCIA,1
8,1,35 - 39,Mujer,Extranjero,UCRANIA,4
35,4,35 - 39,Mujer,Nacional,ALBACETE,1
15,2,55 - 59,Mujer,Extranjero,ECUADOR,2
7,2,45 - 49,Hombre,Extranjero,BOLIVIA,1
15,2,30 - 34,Mujer,Extranjero,COLOMBIA,4
17,4,50 - 54,Hombre,Extranjero,EL SALVADOR,1
34,4,65 - 69,Hombre,Nacional,TOLEDO,1
5,4,55 - 59,Hombre,Nacional,SEVILLA,1
38,4,15 - 19,Hombre,Extranjero,ESTADOS UNIDOS DE AMERICA,1
1,4,50 - 54,Hombre,Extranjero,CUBA,1
28,3,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,1
17,3,20 - 24,Mujer,Extranjero,VENEZUELA,1
17,1,35 - 39,Hombre,Extranjero,MARRUECOS,5
9,4,15 - 19,Hombre,Extranjero,COLOMBIA,2
5,2,40 - 44,Mujer,Extranjero,CHILE,1
10,2,30 - 34,Hombre,Extranjero,RUMANIA,2
6,1,30 - 34,Hombre,Extranjero,VENEZUELA,1
27,3,35 - 39,Hombre,Nacional,TOLEDO,1
43,3,25 - 29,Mujer,Nacional,AVILA,1
12,1,65 - 69,Mujer,Nacional,CIUDAD REAL,1
14,3,45 - 49,Mujer,Extranjero,HONDURAS,1
1,4,40 - 44,Hombre,Extranjero,MALI,1
7,2,10 - 14,Mujer,Extranjero,VENEZUELA,1
35,4,15 - 19,Hombre,Nacional,MADRID,1
43,3,0 - 4,Hombre,Nacional,TOLEDO,1
12,2,55 - 59,Mujer,Nacional,LEON,1
23,4,10 - 14,Hombre,Extranjero,VENEZUELA,2
15,1,40 - 44,Hombre,Extranjero,BULGARIA,1
19,1,0 - 4,Hombre,Nacional,MADRID,6
12,1,55 - 59,Mujer,Nacional,BURGOS,1
11,3,35 - 39,Hombre,Extranjero,UCRANIA,2
11,3,5 - 9,Hombre,Extranjero,UCRANIA,2
18,1,60 - 64,Mujer,Extranjero,MARRUECOS,1
18,1,85 - 89,Mujer,Nacional,MELILLA,1
10,4,75 - 79,Mujer,Nacional,MADRID,1
6,3,45 - 49,Hombre,Extranjero,ALEMANIA,1
32,4,45 - 49,Hombre,Extranjero,ANGOLA,1
17,1,30 - 34,Mujer,Extranjero,MARRUECOS,4
17,2,30 - 34,Mujer,Extranjero,CHINA,1
14,2,20 - 24,Mujer,Extranjero,BULGARIA,1
15,1,20 - 24,Mujer,Extranjero,CUBA,1
43,3,45 - 49,Mujer,Nacional,SEVILLA,1
29,4,80 - 84,Mujer,Nacional,GUADALAJARA,1
22,2,5 - 9,Mujer,Nacional,VALENCIA,1
4,2,45 - 49,Hombre,Nacional,JAEN,1
7,2,20 - 24,Hombre,Nacional,MADRID,3
8,4,25 - 29,Mujer,Extranjero,CUBA,1
8,3,0 - 4,Hombre,Nacional,MADRID,4
9,3,35 - 39,Hombre,Extranjero,CUBA,2
5,1,40 - 44,Hombre,Extranjero,UCRANIA,4
15,1,50 - 54,Mujer,Extranjero,MARRUECOS,1
47,3,85 - 89,Mujer,Nacional,CACERES,1
35,4,45 - 49,Mujer,Nacional,BARCELONA,1
6,3,35 - 39,Mujer,Extranjero,MARRUECOS,1
18,1,30 - 34,Hombre,Extranjero,INDIA,1
24,4,25 - 29,Mujer,Extranjero,CHINA,2
41,3,70 - 74,Hombre,Nacional,BADAJOZ,1
4,1,10 - 14,Hombre,Nacional,MADRID,1
10,2,25 - 29,Mujer,Nacional,TOLEDO,1
9,2,35 - 39,Hombre,Extranjero,UCRANIA,1
2,3,25 - 29,Mujer,Extranjero,HONDURAS,1
2,3,65 - 69,Hombre,Extranjero,MARRUECOS,1
15,2,55 - 59,Hombre,Extranjero,UCRANIA,1
14,2,60 - 64,Hombre,Extranjero,RUMANIA,1
7,3,0 - 4,Hombre,Nacional,MADRID,1
3,2,30 - 34,Hombre,Extranjero,PERU,2
34,4,35 - 39,Mujer,Extranjero,VENEZUELA,2
3,3,25 - 29,Hombre,Extranjero,ECUADOR,2
13,3,75 - 79,Mujer,Nacional,AVILA,1
4,1,30 - 34,Mujer,Extranjero,POLONIA,1
20,2,20 - 24,Mujer,Extranjero,MARRUECOS,1
4,4,20 - 24,Mujer,Extranjero,REPUBLICA MOLDOVA,1
8,4,40 - 44,Hombre,Extranjero,GUINEA ECUATORIAL,1
16,1,25 - 29,Hombre,Extranjero,EL SALVADOR,1
36,3,50 - 54,Mujer,Nacional,CORU?A (LA),1
9,1,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,1
16,1,25 - 29,Hombre,Extranjero,ALEMANIA,1
19,3,40 - 44,Mujer,Extranjero,ALEMANIA,1
14,1,25 - 29,Mujer,Extranjero,VENEZUELA,2
18,2,80 - 84,Hombre,Nacional,CIUDAD REAL,1
18,2,75 - 79,Mujer,Nacional,LEON,1
12,2,20 - 24,Mujer,Extranjero,CHINA,4
11,1,5 - 9,Hombre,Extranjero,MARRUECOS,1
26,4,25 - 29,Hombre,Nacional,MADRID,1
7,2,30 - 34,Mujer,Extranjero,HONDURAS,2
2,1,25 - 29,Mujer,Nacional,TOLEDO,1
46,3,60 - 64,Mujer,Nacional,JAEN,1
46,3,30 - 34,Mujer,Nacional,ALAVA,1
9,4,20 - 24,Hombre,Extranjero,COLOMBIA,5
14,4,20 - 24,Mujer,Extranjero,RUSIA,1
46,3,45 - 49,Mujer,Nacional,MADRID,1
4,1,10 - 14,Mujer,Nacional,BARCELONA,1
7,4,70 - 74,Hombre,Nacional,MADRID,1
12,2,5 - 9,Hombre,Nacional,TOLEDO,1
21,3,85 - 89,Mujer,Nacional,JAEN,1
4,3,30 - 34,Hombre,Extranjero,HONDURAS,1
4,3,30 - 34,Mujer,Extranjero,HONDURAS,1
12,1,50 - 54,Hombre,Extranjero,VENEZUELA,2
7,3,80 - 84,Mujer,Nacional,CASTELLON/CASTELLO,1
27,4,25 - 29,Hombre,Extranjero,BRASIL,1
39,4,40 - 44,Hombre,Nacional,BADAJOZ,1
13,2,20 - 24,Mujer,Nacional,LEON,1
17,4,20 - 24,Hombre,Extranjero,VENEZUELA,1
17,4,20 - 24,Mujer,Extranjero,VENEZUELA,1
16,2,30 - 34,Mujer,Nacional,TOLEDO,1
8,3,35 - 39,Hombre,Extranjero,REPUBLICA DOMINICANA,1
16,2,30 - 34,Mujer,Extranjero,COLOMBIA,3
7,4,25 - 29,Mujer,Nacional,CACERES,1
5,3,40 - 44,Hombre,Nacional,ASTURIAS,1
3,3,25 - 29,Hombre,Nacional,BADAJOZ,1
40,3,45 - 49,Mujer,Nacional,RIOJA (LA),1
4,1,30 - 34,Hombre,Nacional,CORU?A (LA),1
9,3,0 - 4,Mujer,Nacional,MADRID,4
32,4,55 - 59,Hombre,Nacional,SEVILLA,1
10,4,10 - 14,Hombre,Nacional,MADRID,1
2,4,60 - 64,Mujer,Extranjero,COLOMBIA,2
39,4,0 - 4,Mujer,Nacional,MADRID,1
4,2,40 - 44,Mujer,Extranjero,REPUBLICA DOMINICANA,1
6,2,40 - 44,Mujer,Extranjero,HONDURAS,2
1,4,45 - 49,Mujer,Extranjero,ECUADOR,4
5,2,40 - 44,Mujer,Extranjero,CHINA,1
12,1,20 - 24,Mujer,Nacional,MADRID,1
8,1,30 - 34,Mujer,Nacional,,1
17,1,35 - 39,Hombre,Extranjero,PERU,1
4,1,55 - 59,Mujer,Nacional,BADAJOZ,1
28,3,50 - 54,Hombre,Extranjero,"PALESTINA. ESTADO OBSERVADOR, NO MIEMBRO O.N.U.",1
46,3,30 - 34,Hombre,Extranjero,CUBA,1
13,2,35 - 39,Mujer,Nacional,ALICANTE/ALACANT,1
3,3,20 - 24,Mujer,Extranjero,ECUADOR,1
30,3,45 - 49,Hombre,Extranjero,REPUBLICA DOMINICANA,1
8,1,25 - 29,Mujer,Nacional,TOLEDO,1
5,3,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,1
37,3,55 - 59,Hombre,Nacional,ALBACETE,1
34,3,0 - 4,Hombre,Nacional,MADRID,1
3,4,70 - 74,Mujer,Extranjero,PORTUGAL,1
42,3,55 - 59,Hombre,Extranjero,CHINA,1
9,3,35 - 39,Mujer,Extranjero,CUBA,1
43,3,55 - 59,Mujer,Nacional,BADAJOZ,1
40,3,30 - 34,Hombre,Extranjero,CHINA,1
1,2,25 - 29,Hombre,Extranjero,VENEZUELA,2
10,4,10 - 14,Hombre,Extranjero,ARGENTINA,1
17,1,15 - 19,Mujer,Extranjero,RUMANIA,1
3,1,25 - 29,Mujer,Extranjero,COLOMBIA,2
